"Year","Month","Plot","Strip","Achmi","Agrsm","Amocan","Andge","Asctu","Elyca","Koecr","Lesca","Liaas","Luppe","Monfi","Panvi","Petpu","Poapr","Schsc","Sornu","mean","sd"
2006,7,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2613333333333,7.60771303057335
2006,7,70,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,242.822,26.2235487428126
2006,7,75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,86.4556666666667,29.3265884518166
2006,7,81,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,146,31.5712177887814
2006,7,83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116.283333333333,23.1321720025499
2006,7,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.872,21.6828759316348
2006,7,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.667,25.7165316479497
2006,7,93,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,189.183333333333,6.89459558075905
2006,7,94,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,230.694666666667,67.8132459840177
2006,7,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.8166666666667,18.840017203342
2006,7,110,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,207.694333333333,35.9357545751983
2006,7,117,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,221.983666666667,36.6698407717053
2006,7,125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,165.711,44.6029644156828
2006,7,129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132.08,34.251439327421
2006,7,133,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,158.339,46.5363031263407
2006,7,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.791,10.8317106066709
2006,7,137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195.183333333333,36.9156779912757
2006,7,138,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,151.944333333333,35.5729531745054
2006,7,139,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,212.739,35.6776013020308
2006,7,142,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.5833333333333,5.40599496444046
2006,7,153,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0723333333333,1.3477352196267
2006,7,157,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.622,7.75790190708802
2006,7,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.0833333333333,23.0779957727895
2006,7,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,73.339,6.17297615957381
2006,7,167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85.8613333333333,11.425970311337
2006,7,168,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78.6333333333333,12.7233256222141
2006,7,171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,160.977666666667,38.8651514541698
2006,7,175,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,187.877666666667,28.4863411284933
2006,7,176,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,147.527666666667,14.8637298220273
2006,7,178,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,221.755666666667,38.5534407053667
2006,7,185,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67.238,1.91057111880191
2006,7,193,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,279.794333333333,61.2843767275877
2006,7,197,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,128.836333333333,3.59114153933754
2006,7,202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,283.094333333333,17.6336127199039
2006,7,205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.7166666666667,12.1926008254551
2006,7,206,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,200.272,4.13543734083833
2006,7,208,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,203.583,23.1481100740428
2006,7,210,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,221.005333333333,21.8093450357614
2006,7,211,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,193.461,45.5343324829372
2006,7,224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.8276666666667,21.3081766048206
2006,7,229,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,90.9056666666667,6.44480076409573
2006,7,230,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114.244333333333,14.4227400617528
2006,7,234,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,165.822333333333,25.3219125835488
2006,7,236,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,273.1,43.1044896269518
2006,7,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.6553333333333,6.3209016410284
2006,7,256,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8223333333333,10.4783489899676
2006,7,259,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,284.144333333333,37.2501094882805
2006,7,265,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,184.194333333333,30.5723540292351
2006,7,267,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.961,24.3750398563777
2006,7,268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67.661,4.37901450100362
2006,7,278,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.7336666666667,9.37908429550679
2006,7,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57.8553333333333,6.35802885247377
2006,7,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.3276666666667,9.82510340347057
2006,7,283,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,86.3946666666667,20.8507697113453
2006,7,286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,108.461,15.8898028517243
2006,7,287,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,100.694333333333,64.0433945869691
2006,7,290,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128.116666666667,13.9247853923219
2006,7,291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.7556666666667,6.73409713489657
2006,7,292,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,352.683333333333,63.8642483310411
2006,7,300,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,320.433333333333,24.7841459180842
2006,7,303,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,292.227666666667,50.864230950858
2006,7,304,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77.0556666666667,17.9937469941335
2006,7,308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.661,8.43535622642379
2006,7,311,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,129.550333333333,43.9510396792714
2006,7,324,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39.8166666666667,9.02037816403626
2006,7,325,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,128.205333333333,39.5062172012907
2006,7,330,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,56.5333333333333,15.9618539510784
2006,7,333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.2666666666667,5.9394765388505
2006,7,334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,48.328,7.87865525750852
2006,7,335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36.3166666666667,7.49723826189055
2006,7,338,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,158.139,6.46263372524442
2006,7,342,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,410.783,52.7360882129117
