"Year","Month","Plot","Strip","Achmi","Agrsm","Amocan","Andge","Asctu","Elyca","Koecr","Lesca","Liaas","Luppe","Monfi","Panvi","Petpu","Poapr","Schsc","Sornu","mean","sd"
2003,7,70,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,365.333666666667,72.3444691888898
2003,7,75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,101.889,26.9160294620139
2003,7,81,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,168.239,33.5518689295644
2003,7,83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,343.666333333333,89.0293334930809
2003,7,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.5556666666667,25.8636319353816
2003,7,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.3336666666667,5.57275116576683
2003,7,93,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,268.511,31.3914664837436
2003,7,94,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,311.166666666667,51.3164640398728
2003,7,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61.4446666666667,7.7632379985559
2003,7,110,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,202.611333333333,32.5918169313846
2003,7,117,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,335.611,27.2489370067898
2003,7,125,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,249.833333333333,40.4890497322699
2003,7,129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,205.444333333333,13.6692888216209
2003,7,133,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,149.222333333333,60.7664397307885
2003,7,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,17.8465682975747
2003,7,137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,629.388666666667,33.8134568511151
2003,7,138,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,217.444333333333,27.3340957454645
2003,7,139,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,251.5,117.390374392452
2003,7,142,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129.5,40.3794080276899
2003,7,153,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5556666666667,4.06946321876594
2003,7,157,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.2223333333333,17.2531385614972
2003,7,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76.722,5.89476960250922
2003,7,165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,115.222,18.1284116421342
2003,8,167,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225.666666666667,42.3938102583646
2003,7,168,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,136,5.13347763866433
2003,7,171,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,193.611,6.96199028056393
2003,7,175,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,352.85,66.2951181661717
2003,7,176,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,138.272,29.3679605806509
2003,7,178,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,286.466333333333,63.5473751534152
2003,7,185,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132.944333333333,70.0131758329975
2003,7,193,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,446.5,90.4694345769148
2003,7,197,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,129.5,30.2895624376891
2003,7,202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,494.889,96.9910884291267
2003,7,205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,163.167,33.9435806400366
2003,8,206,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,473.611,81.1779725951977
2003,8,208,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,537.777666666667,44.1883528872585
2003,7,210,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,340.527666666667,60.1894076247825
2003,8,211,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,273.333333333333,56.5864278329079
2003,7,224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75.3886666666667,6.71273895084728
2003,7,229,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,82.4446666666667,46.9780217856062
2003,7,230,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,92.5,3.75866900200944
2003,8,234,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,401.833333333333,11.3172205755457
2003,8,236,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,297.166666666667,40.2604497601416
2003,7,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61.2776666666667,7.07407456059723
2003,7,256,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.389,17.1356541164906
2003,7,259,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,208.444333333333,53.0085420558695
2003,7,265,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,255.944333333333,46.948817417363
2003,7,267,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,198.5,17.4108757007414
2003,7,268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74.3333333333333,16.2862871220614
2003,8,278,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,62.5556666666667,7.15071955975217
2003,7,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.8666666666667,11.5261650845177
2003,8,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78.1666666666667,20.9883018581516
2003,8,283,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,110,19.6951244220492
2003,8,286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,143.778,18.5719495117413
2003,8,287,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,110.5,67.3536234561042
2003,8,290,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,434.444666666667,134.633958807658
2003,8,291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,164.500333333333,63.5299579376183
2003,7,292,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,346.444666666667,17.3632427142961
2003,7,300,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,346.383333333333,30.8692584117093
2003,8,303,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,452.227666666667,66.8020278950339
2003,8,304,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123.666666666667,15.656728528726
2003,8,308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113.222333333333,15.9980164673277
2003,7,311,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,152.111,6.02637823793584
2003,8,324,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,78.9446666666667,11.3644708436229
2003,8,325,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,208.889,10.3785950237335
2003,8,330,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,65.9446666666667,11.7821841872474
2003,8,333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68.2776666666667,9.23387951453174
2003,8,334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,75.5,8.20655790613011
2003,8,335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,150.278,47.354214617075
2003,8,338,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111.205666666667,55.7443317616738
2003,8,342,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,447.555666666667,49.7330016879023
