"Year","Month","Plot","Strip","Achmi","Agrsm","Amocan","Andge","Asctu","Elyca","Koecr","Lesca","Liaas","Luppe","Monfi","Panvi","Petpu","Poapr","Schsc","Sornu","mean","sd"
2011,8,210,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,393.88,0
2011,8,211,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,159.63,0
2011,8,224,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.28,0
2011,8,229,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,173.83,0
2011,8,230,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.05,0
2011,8,234,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,450.75,0
2011,8,236,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,322.28,0
2011,8,237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129.5,0
2011,8,259,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,625.53,0
2011,8,265,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.87,0
2011,8,267,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,317.62,0
2011,8,268,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.07,0
2011,8,278,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,138.8,0
2011,8,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69.8,0
2011,8,282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116.92,0
2011,8,283,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,127.08,0
2011,8,286,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,342.33,0
2011,8,287,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,267.47,0
2011,8,290,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105.57,0
2011,8,291,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112.2,0
2011,8,292,2,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,457.22,0
2011,8,300,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,369.47,0
2011,8,303,2,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,366.15,0
2011,8,304,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119.5,0
2011,8,308,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121.43,0
2011,8,311,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,136.6,0
2011,8,324,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,77.63,0
2011,8,325,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,359.45,0
2011,8,330,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,194.53,0
2011,8,334,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,139.52,0
2011,8,335,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,178.55,0
2011,8,338,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,321.5,0
2011,8,342,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,498.33,0
