"Year","Month","Plot","Strip","Achmi","Agrsm","Amocan","Andge","Asctu","Elyca","Koecr","Lesca","Liaas","Luppe","Monfi","Panvi","Petpu","Poapr","Schsc","Sornu","mean","sd"
2009,8,175,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,244.29,52.9046297595966
2009,8,176,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,184.1,51.166638545052
2009,8,178,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,166.6575,29.4016133698476
2009,8,185,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132.86,24.991108818938
2009,8,193,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,185.0475,23.3192177988457
2009,8,197,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,106.185,56.040830427466
2009,8,202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,361.2,72.5063783401157
2009,8,205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111.6575,19.6269054807425
2009,8,206,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,212.865,48.2907623153746
2009,8,208,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,149.48,31.5452452835606
2009,8,210,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,233.2,20.1698016846969
2009,8,211,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,96.2075,32.1063330006714
2009,8,224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88.3,16.8864709160914
2009,8,229,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,134.17,70.3064321381764
2009,8,230,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102.485,36.3140423940932
2009,8,234,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,304.725,70.0513691871901
2009,8,236,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,307.45,33.5845716066172
2009,8,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.2425,8.26736770380996
2009,8,259,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,311.0825,23.6920845167748
2009,8,265,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,378.135,135.864521583083
2009,8,267,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120.2825,15.4198854973051
2009,8,268,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.99,54.069952838892
2009,8,278,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,58.6775,34.77095294567
2009,8,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159.1925,88.0859189584238
2009,8,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.55,6.95280159360239
2009,8,283,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,70.3675,16.2031823648936
2009,8,286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,263.11,161.040602954659
2009,8,287,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,90.66,49.2390119722157
2009,8,290,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139.675,114.063281887731
2009,8,291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79.6925,12.2302746800716
2009,8,292,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,382.7575,72.1566827726303
2009,8,300,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,212.325,32.6922815814375
2009,8,303,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,390.7,38.0715234788418
2009,8,304,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82.2325,26.9906765152339
2009,8,308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.1575,29.1328486205864
2009,8,311,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,126.36,13.4462002067499
2009,8,324,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,62.4325,5.71100855803946
2009,8,325,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,229.3525,94.1589210789397
2009,8,330,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,93.875,13.0354257698013
2009,8,334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,62.04,9.93706948753002
2009,8,335,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,124.6325,55.0250958086399
2009,8,338,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79.1175,28.6845144415937
2009,8,342,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,374.7175,119.426296805812
