0.5561298	-0.33090258	0.05889382	0.7199292	0.25607386	0.0010821534	-0.09778835	0.2078982
0.45921808	-0.48309314	0.4058241	-0.18789458	0.57183135	0.05055345	0.12687011	0.14236061
0.39530134	-0.08183478	0.38134664	-0.068287045	0.794503	-0.19620271	-0.47625792	-0.14877614
0.035560515	0.1112222	0.20470063	-0.19305292	0.4605017	-0.40689224	-0.19504708	0.32595026
-0.22322048	0.32419685	0.7900486	0.155732	0.3664153	0.15136442	0.31294957	0.13914712
0.7480122	-0.41171595	0.40070903	0.16255045	0.10595289	-0.112245746	-0.5010244	0.40430334
-0.042091258	0.3010826	0.51763964	0.41145796	-0.088247836	-0.05685223	0.037991345	0.18542776
0.27871105	0.26300147	0.4984793	0.6160248	0.4851149	-0.17743383	-0.29258907	-0.108448364
-0.21535717	0.07864061	-0.073458575	0.6206025	0.18945976	-0.14924698	-0.20208381	0.33911404
0.6636895	0.07897168	0.83885837	0.3247377	0.096848	-0.042593833	-0.08734012	0.43407005
-0.14871466	-0.2552862	0.44683397	0.7164434	0.017734343	-0.084952444	-0.04689747	-0.02377741
0.40006343	-0.10974096	0.76774377	-0.14479916	0.574516	-0.19829845	0.112153396	0.5829366
0.7790891	-0.0276377	0.112590134	0.26886913	0.26061895	0.25902894	-0.25563994	0.5923373
0.46966848	-0.077399835	0.36490327	0.38812846	-0.01232399	0.19808741	-0.36608607	0.0004019189
-0.08146096	0.10402872	0.26328835	0.7521734	0.3868536	-0.22330877	0.26106268	0.596566
-0.19396126	0.092885174	-0.11598503	0.70102143	-0.039819226	0.11985249	0.26972944	0.5081821
