Achmi	Agrsm	Amocan	Andge	Asctu	Elyca	Koecr	Lesca	Liaas	Luppe	Monfi	Panvi	Petpu	Poapr	Schsc	Sornu
-0.10871198	0.07654496	-0.45287225	0.17780612	-0.6085185	-0.08162419	-0.06331196	0.08261931	0.23965429	-0.8197178	-0.4988068	0.023016239	-0.44041613	-0.49850714	-0.14071998	-0.1714497
0.48658702	0.10899944	0.7174204	0.40951556	-0.07685251	0.6892129	0.19826832	-0.16992672	0.58533657	-0.28677282	0.0034819613	-0.22022656	-0.1039797	0.6527528	0.04312345	0.7701116
