Achmi	Agrsm	Amocan	Andge	Asctu	Elyca	Koecr	Lesca	Liaas	Luppe	Monfi	Panvi	Petpu	Poapr	Schsc	Sornu
-0.0033469626	-0.23931906	-0.4735892	0.4086591	0.15352233	0.4166545	-0.368412	-0.30441448	0.08171299	-0.4116904	0.02064868	-0.27292335	-0.24934852	0.33943835	0.1058153	-0.056432176
-0.39068893	-0.123921864	0.24045293	-0.25652742	0.36684173	-0.5342954	-0.23506036	0.26334953	-0.26146215	0.10375947	-0.5238165	-0.19317241	-0.5015933	0.39953956	-0.038060423	0.26084495
